Acteur,averageRating
Angelina Jolie,6.523809523809524
Kristen Wiig,6.523076923076923
Liam Hemsworth,6.522222222222222
Maggie Grace,6.5200000000000005
Liv Tyler,6.5200000000000005
Dakota Fanning,6.5181818181818185
Dominic Cooper,6.516666666666667
Josh Gad,6.516666666666667
Frank Langella,6.514285714285714
Dermot Mulroney,6.511111111111111
Kate Beckinsale,6.50625
Ricki Lake,6.5
George Finn,6.5
Betty Gilpin,6.5
Idris Elba,6.5
Wayne Knight,6.5
Jason Biggs,6.5
Dian Bachar,6.5
Roselyn Sanchez,6.5
January Jones,6.5
Damaine Radcliff,6.5
Connor Paolo,6.5
Glen Powell,6.5
Elisabeth Shue,6.5
Gemma Jones,6.5
Alexis Bledel,6.5
Kevin Pollak,6.5
Courtney B. Vance,6.5
Winston Duke,6.5
Nestor Serrano,6.5
Jackson Nicoll,6.5
Dania Ramirez,6.5
Nick Damici,6.5
Natalie Martinez,6.5
Dennis Alexio,6.5
Halston Sage,6.5
Scott Porter,6.5
Ricky Gervais,6.5
Doug Bradley,6.5
Philippe Torreton,6.5
Elizabeth Hurley,6.5
Ron Eldard,6.5
Dennis Chan,6.5
Wallace Shawn,6.5
Boris Isakovic,6.5
Jackie Chan,6.5
Heather Donahue,6.5
Kim Staunton,6.5
Serena Scott Thomas,6.5
Nancy Travis,6.5
Gregorio,6.5
Shiloh Fernandez,6.5
Aaron Moorhead,6.5
Laura Harris,6.5
Julia Ormond,6.5
Shauna Macdonald,6.5
Taylor Schilling,6.5
Justin Benson,6.5
Frank Grillo,6.5
Penelope Ann Miller,6.5
Alex Veadov,6.5
Clarke Peters,6.5
Ben Schwartz,6.5
Mae Whitman,6.5
Charlie Korsmo,6.5
John Ortiz,6.5
Jeanne Tripplehorn,6.5
Jonathan D. Mellor,6.5
Eric Stonestreet,6.5
Louis C.K.,6.5
Jennifer Decker,6.5
Melody Anderson,6.5
Chiara Aurelia,6.5
Ruth Negga,6.5
Rufus Sewell,6.5
Jf Davis,6.5
Theresa Randle,6.5
Amy Locane,6.5
Matt O'Leary,6.5
Danny Dyer,6.5
Wendi McLendon-Covey,6.5
Samara Lee,6.5
Charles Napier,6.5
Michael C. Williams,6.5
Bella Thorne,6.5
D.B. Sweeney,6.5
Madison Ingoldsby,6.5
Catherine Zeta-Jones,6.5
Linus Roache,6.5
Lonette McKee,6.5
John Mills,6.5
Emma Wiklund,6.5
Kathryn Newton,6.5
Michael Jordan,6.5
Toby Jones,6.5
Catherine Chan,6.5
Ruth Livier,6.5
Samara Weaving,6.5
Jenna Dewan,6.5
Luke Bracey,6.5
Ã“scar Zafra,6.5
Vicki Lewis,6.5
Sophia Myles,6.5
Cynthy Wu,6.5
Tim McInnerny,6.5
Maud Adams,6.5
Amanda Crew,6.5
Andi Matichak,6.5
Lucas Black,6.5
Charles Cyphers,6.5
Sam J. Jones,6.5
Louis Jourdan,6.5
Josh Zuckerman,6.5
Jordan Carlos,6.5
Emily Meade,6.5
Seth Rogen,6.4944444444444445
Salma Hayek,6.49
Ray Winstone,6.483333333333333
Luke Evans,6.4799999999999995
Luke Wilson,6.477777777777778
Mary Elizabeth Winstead,6.475
Paul Bettany,6.475
Jim Broadbent,6.475
Debra Messing,6.475
Goldie Hawn,6.475
Judy Greer,6.475
Steve Zahn,6.471428571428571
Aaron Eckhart,6.4692307692307685
Lily Collins,6.466666666666667
Drew Barrymore,6.466666666666667
Bridget Moynahan,6.466666666666666
Anna Friel,6.466666666666666
Steve Coogan,6.466666666666666
Aubrey Plaza,6.466666666666666
Dougray Scott,6.466666666666666
Dina Meyer,6.466666666666666
Paul Giamatti,6.464285714285714
Eva Mendes,6.459999999999999
Jet Li,6.458333333333333
Ving Rhames,6.457142857142857
Steve Martin,6.45625
Jason Sudeikis,6.455555555555556
Julia Roberts,6.455555555555556
Channing Tatum,6.455555555555556
Bernie Mac,6.45
Dominic West,6.45
Jacinda Barrett,6.45
Eva Longoria,6.45
Julie Benz,6.45
Olga Kurylenko,6.45
Malcolm McDowell,6.45
Katee Sackhoff,6.45
Wendy Crewson,6.45
Anya Taylor-Joy,6.45
Tang Wei,6.45
Devon Sawa,6.45
Randy Quaid,6.45
Joshua Leonard,6.45
Alex Frost,6.45
Edgar RamÃ­rez,6.45
Jeffrey Combs,6.45
Tony Goldwyn,6.45
Caren Pistorius,6.45
Blake Lively,6.45
David Hyde Pierce,6.449999999999999
Emma Fitzpatrick,6.449999999999999
Ray Wise,6.449999999999999
Kelsey Grammer,6.449999999999999
Bill Moseley,6.449999999999999
Sid Haig,6.449999999999999
Chow Yun-Fat,6.442857142857143
Sam Riley,6.44
Jack Black,6.438888888888889
Charlie Sheen,6.4375
Leslie Nielsen,6.4375
Zach Galifianakis,6.4363636363636365
Donald Pleasence,6.433333333333334
Emmy Rossum,6.433333333333334
FrÃ©dÃ©ric Diefenthal,6.433333333333334
Samy Naceri,6.433333333333334
Trevante Rhodes,6.433333333333334
David Schwimmer,6.433333333333334
RJ Cyler,6.433333333333334
Alex Winter,6.433333333333334
David Belle,6.433333333333334
Kumail Nanjiani,6.433333333333334
Cameron Bright,6.433333333333334
Dennis Quaid,6.431578947368421
Jennifer Aniston,6.429411764705883
Jason Bateman,6.425
Mark Duplass,6.425
Dave Bautista,6.425
Sandra Bullock,6.425
Antonio Banderas,6.423809523809524
Mira Sorvino,6.42
Will Ferrell,6.419047619047619
Josh Hutcherson,6.418181818181818
Bryce Dallas Howard,6.416666666666667
Vin Diesel,6.415789473684211
Bill Pullman,6.414285714285714
Mariska Hargitay,6.4
Art Carney,6.4
Mark Dacascos,6.4
Mary Woronov,6.4
Paul Guilfoyle,6.4
Jessica Rothe,6.4
Jessica Szohr,6.4
Patrick Brice,6.4
Mario Zuniga Benavides,6.4
Mark Stewart,6.4
Tony Hale,6.4
Jocelin Donahue,6.4
David Eigenberg,6.4
Howie Mandel,6.4
Jillian Bell,6.4
Whitney Able,6.4
Matt Frewer,6.4
Mariya Poroshina,6.4
Brion James,6.4
Skandar Keynes,6.4
Chase Williamson,6.4
Frederick Schmidt,6.4
Kathryn McCormick,6.4
Erin Moriarty,6.4
Konstantin Khabenskiy,6.4
Lio Tipton,6.4
Sofia Black-D'Elia,6.4
Patrick Warburton,6.4
Jessie T. Usher,6.4
David Caruso,6.4
Ian Mongrain,6.4
Penelope Wilton,6.4
Sharni Vinson,6.4
Andrew McCarthy,6.4
Tara Strong,6.4
Zach Gilford,6.4
Alexander Godunov,6.4
Lily Rabe,6.4
Rachel Bilson,6.4
Christian Camargo,6.4
Delroy Lindo,6.4
Jean Smart,6.4
Alex Etel,6.4
William Sanderson,6.4
Vincent Colombe,6.4
Andrea Roth,6.4
David Oyelowo,6.4
MyAnna Buring,6.4
Taylor Russell,6.4
Jeannine Taylor,6.4
Blythe Danner,6.4
Nancy Allen,6.4
Adam Goldberg,6.4
Catherine Mary Stewart,6.4
David Tennant,6.4
Juan FernÃ¡ndez,6.4
Richard Roundtree,6.4
Ruby Barnhill,6.4
Lucy Capri,6.4
Sean Bean,6.4
Adrienne King,6.4
Luis GuzmÃ¡n,6.4
Jon Stewart,6.4
Christina Aguilera,6.4
David Warner,6.4
Jay Pharoah,6.4
Jay Chou,6.4
Taylor Swift,6.4
Kevin Janssens,6.4
Deborah Rush,6.4
Jay Ellis,6.4
Kasia Smutniak,6.4
Fairuza Balk,6.4
Bob Newhart,6.4
Lloyd Bridges,6.4
Rachael Taylor,6.4
Jackie Earle Haley,6.4
Amy Landecker,6.4
Rob Mayes,6.4
Donnie Wahlberg,6.4
Dan Byrd,6.4
Colin Friels,6.4
John Amos,6.4
Roger Dale Floyd,6.4
Harry Simpson,6.4
Vladimir Menshov,6.4
Steve Pemberton,6.4
Shaun Benson,6.4
Bree Turner,6.4
Jonathan Silverman,6.4
Hector Elizondo,6.4
LL Cool J,6.4
Virginia Gardner,6.4
Sebastian Stan,6.4
Portia Doubleday,6.4
Damon Wayans,6.4
Shelley Long,6.4
Ted Levine,6.4
Shelley Hennig,6.4
Simon Callow,6.4
Stephen Gevedon,6.4
Rab Affleck,6.4
Kiana Madeira,6.4
Neil Maskell,6.4
Damon Wayans Jr.,6.4
Celeste O'Connor,6.4
Francesca Annis,6.4
Emma Roberts,6.3999999999999995
Will Arnett,6.3999999999999995
Zachary Levi,6.3999999999999995
Douglas Booth,6.3999999999999995
Jonathan Tucker,6.3999999999999995
Common,6.3999999999999995
Rodrigo Santoro,6.3999999999999995
Cobie Smulders,6.3999999999999995
Diane Lane,6.3999999999999995
Charles Dance,6.3999999999999995
Ari Graynor,6.3999999999999995
Brittany Murphy,6.3999999999999995
Imogen Poots,6.3999999999999995
Kevin Hart,6.391666666666667
Isla Fisher,6.383333333333333
Thandiwe Newton,6.383333333333333
Jennifer Garner,6.38
Sylvester Stallone,6.375
Michael PeÃ±a,6.375
Kaya Scodelario,6.375
Janeane Garofalo,6.375
Halle Berry,6.369230769230769
TÃ©a Leoni,6.366666666666667
Jason Isaacs,6.366666666666667
Amber Tamblyn,6.366666666666667
PenÃ©lope Cruz,6.364285714285714
Wesley Snipes,6.363636363636363
Vince Vaughn,6.363157894736842
Owen Wilson,6.362068965517241
Bob Hoskins,6.36
Topher Grace,6.36
Jamie Lee Curtis,6.354545454545455
Josh Lucas,6.3500000000000005
Jason Statham,6.3500000000000005
Meg Foster,6.35
Adam Scott,6.35
Logan Miller,6.35
Ashton Sanders,6.35
Mekhi Phifer,6.35
Arsenio Hall,6.35
Cameron Diaz,6.35
Jack Reynor,6.35
Jon Heder,6.35
Cara Delevingne,6.35
Chris Farley,6.35
Ike Barinholtz,6.35
David Duchovny,6.35
Benjamin Bratt,6.35
Chris Brown,6.35
Joel Kinnaman,6.35
Jason Segel,6.344444444444445
David Spade,6.34
Mila Kunis,6.3375
Amanda Seyfried,6.335714285714286
Kate Bosworth,6.333333333333333
Jennifer Carpenter,6.333333333333333
Jaden Smith,6.333333333333333
Kathy Najimy,6.333333333333333
Millie Bobby Brown,6.333333333333333
Amber Heard,6.333333333333333
Kristen Bell,6.33
Nicolas Cage,6.3279069767441865
Jeffrey Dean Morgan,6.325
Amanda Bynes,6.325
Robbie Amell,6.325
Rowan Atkinson,6.32
James Marsden,6.314285714285715
Courteney Cox,6.314285714285715
Reese Witherspoon,6.310526315789474
Ben Stiller,6.303999999999999
Michael Jai White,6.300000000000001
Cleopatra Coleman,6.300000000000001
Paul Higgins,6.3
Laura Ramsey,6.3
Angela Lansbury,6.3
Richard Elfyn,6.3
Michael Lonsdale,6.3
Gary Kemp,6.3
Patrick Bergin,6.3
Maddie Hasson,6.3
Jeff Branson,6.3
Mandy Moore,6.3
Tina Turner,6.3
Brittany Ashton Holmes,6.3
Andrew Cherry,6.3
Danielle Nicolet,6.3
Jenny Skavlan,6.3
Pilou AsbÃ¦k,6.3
Miku Patricia Martineau,6.3
Whitney Houston,6.3
Ashley Scott,6.3
Arsher Ali,6.3
Eric Stuart,6.3
Ned Dennehy,6.3
Ã“scar Jaenada,6.3
Rachael Lillis,6.3
Rain,6.3
Chris Pontius,6.3
Steve Lemme,6.3
Claire Foy,6.3
Travis Tedford,6.3
Ki Hong Lee,6.3
Sherry Miller,6.3
Mark Fredrichs,6.3
Charlotte Frogner,6.3
Tawny Kitaen,6.3
Jake Brennan,6.3
Method Man,6.3
Kris Lemche,6.3
Thomas Brodie-Sangster,6.3
Sam Elliott,6.3
Violante Placido,6.3
Lois Chiles,6.3
Dylan Schmid,6.3
Rick Yune,6.3
Tanya Roberts,6.3
Kristanna Loken,6.3
Joey King,6.3
Robert James-Collier,6.3
Jimmy Kimmel,6.3
Angelo Josue Lozano Corzo,6.3
Peter Greene,6.3
Ko Shibasaki,6.3
Molly Parker,6.3
Alexander SkarsgÃ¥rd,6.3
Michael Ealy,6.3
George Young,6.3
Ruairi O'Connor,6.3
Jack Lowden,6.3
William Sadler,6.3
Andrew Howard,6.3
Tyrese Gibson,6.3
Kevin Anderson,6.3
India Eisley,6.3
Veronica Taylor,6.3
Kate Nauta,6.3
Redman,6.3
Odeya Rush,6.3
Joey Morgan,6.3
Simone Landers,6.3
Jeremy McWilliams,6.3
Adrian Zmed,6.3
Jordan Peele,6.3
Lynsey Taylor Mackay,6.3
Sarah Butler,6.3
Bug Hall,6.3
Cameron Seely,6.3
Gillian Jacobs,6.3
Courtney Chase,6.3
Marlee Jane McPherson-Dobbins,6.3
Katheryn Winnick,6.3
Dan O'Herlihy,6.3
Walton Goggins,6.3
Colin Hanks,6.3
Jeppe Beck Laursen,6.3
AJ Meijer,6.3
Sharon Stone,6.291666666666667
Carla Gugino,6.288888888888889
Neve Campbell,6.285714285714286
Billy Connolly,6.283333333333334
Ed Helms,6.283333333333334
Julia Stiles,6.283333333333334
John Leguizamo,6.28
Selena Gomez,6.279999999999999
Kevin Zegers,6.275
Arnold Schwarzenegger,6.271428571428571
LaKeith Stanfield,6.266666666666667
Lisa Kudrow,6.266666666666667
Alessandro Nivola,6.266666666666667
Hank Azaria,6.266666666666667
Dwayne Johnson,6.259375
David Arquette,6.257142857142857
Elias Koteas,6.25
Samantha Mathis,6.25
Josh Stewart,6.25
Josh Duhamel,6.25
Rafe Spall,6.25
Teri Polo,6.25
Kyle Gallner,6.25
Olympia Dukakis,6.25
Milo Ventimiglia,6.25
Benjamin Walker,6.25
Taye Diggs,6.25
Betsy Palmer,6.25
Henry Winkler,6.25
Paz Vega,6.25
James DeBello,6.25
Jonathan Majors,6.25
Michael Angarano,6.25
Alex Vincent,6.25
Jenna Elfman,6.25
Justin Long,6.242857142857143
Chris O'Donnell,6.24
Bonnie Hunt,6.24
Gemma Arterton,6.24
Gaby Hoffmann,6.233333333333333
Mike Myers,6.233333333333333
Pat Morita,6.233333333333333
Adam Brody,6.233333333333333
Charlie Day,6.233333333333333
Karl Urban,6.233333333333333
John Travolta,6.229166666666667
Melissa George,6.225
Gong Li,6.225
Rainn Wilson,6.225
Adam Devine,6.225
Thomas Haden Church,6.225
Michael Vartan,6.225
Famke Janssen,6.220000000000001
Zac Efron,6.22
Christian Slater,6.2125
Michelle Rodriguez,6.211111111111111
Olivia Wilde,6.21
Emilio Rivera,6.2
Ben Miller,6.2
Robert Hoffman,6.2
Bette Midler,6.2
Bijou Phillips,6.2
Tangie Ambrose,6.2
Rosie Huntington-Whiteley,6.2
Kestie Morassi,6.2
Kelley,6.2
Gabriel Rush,6.2
Elizabeth Reaser,6.2
Robert Capron,6.2
Ben Feldman,6.2
Vicky McClure,6.2
Fann Wong,6.2
Elden Henson,6.2
Kelly Preston,6.2
Rick Malambri,6.2
Benjamin Flores Jr.,6.2
Everett McGill,6.2
Garrett Hedlund,6.2
Ryan Kwanten,6.2
Gemma Ward,6.2
Rory J. Saper,6.2
Ulrich Tukur,6.2
Ben Chaplin,6.2
Frank Whaley,6.2
Edwin Hodge,6.2
Sandra Escacena,6.2
Sally Kirkland,6.2
Christian Stevens,6.2
Taylor Momsen,6.2
Olivia DeJonge,6.2
Matt Long,6.2
Shawnee Smith,6.2
Alice Englert,6.2
Bryan Greenberg,6.2
Desmond Harrington,6.2
Jack Davenport,6.2
Bruna GonzÃ¡lez,6.2
Dana Hill,6.2
Oded Fehr,6.2
Oleksandr Reshetilov,6.2
Annalise Basso,6.2
Olivia Scott Welch,6.2
Margaret Colin,6.2
Irma P. Hall,6.2
Mark Herrier,6.2
Pam Grier,6.2
Pamela Reed,6.2
Angus Macfadyen,6.2
Marie Maskell,6.2
Agata Buzek,6.2
Christopher Abbott,6.2
A.J. Cook,6.2
Briana Evigan,6.2
Zachary Gordon,6.2
Austin Stowell,6.2
Lara Flynn Boyle,6.2
Matthew Perry,6.2
Natalie Imbruglia,6.2
Michael Garza,6.2
Michael Nouri,6.2
Cassie Ventura,6.2
Cassandra Magrath,6.2
Leo Lee,6.2
MicheÃ¡l Richardson,6.2
Austin Abrams,6.2
Jason Spevack,6.2
Caroline Dhavernas,6.2
Simon Baker,6.2
Andrew Bryniarski,6.2
Sullivan Stapleton,6.2
Jennifer Beals,6.2
Wyatt Knight,6.2
Deanna Dunagan,6.2
Leslie Bibb,6.2
Claudia Placer,6.2
Chandler Canterbury,6.2
Daniel Brocklebank,6.2
Megan Charpentier,6.2
Lauren Graham,6.2
Lilia Skala,6.2
Maude Apatow,6.2
Stanley Tucci,6.2
David Koechner,6.2
Mare Winningham,6.2
Adam Sevani,6.2
Phi Vu,6.2
Jon Abrahams,6.2
Gina La Piana,6.2
Kevin McKidd,6.2
Lulu Wilson,6.2
Bokeem Woodbine,6.2
Gina Philips,6.2
Mako,6.2
Gregory Smith,6.2
Rachael Harris,6.2
Rade Serbedzija,6.2
Christina Jastrzembska,6.2
Ed Oxenbould,6.2
Raquel Gardner,6.2
Raquel Castro,6.2
Steve Oedekerk,6.2
Madeleine Arthur,6.2
Zoe Margaret Colletti,6.2
Heather Locklear,6.2
Chris Kattan,6.2
Yancy Butler,6.2
Perdita Weeks,6.2
Dan Monahan,6.2
Jon Tenney,6.199999999999999
Dianna Agron,6.199999999999999
Raoul Bova,6.199999999999999
Ice Cube,6.1899999999999995
Rick Moranis,6.183333333333334
Danny McBride,6.18
Joely Richardson,6.175
William Hurt,6.175
Cole Hauser,6.175
Emily Browning,6.175
Kate Hudson,6.175
David Harbour,6.166666666666667
Sofia Boutella,6.166666666666667
Vinnie Jones,6.166666666666667
AnnaSophia Robb,6.166666666666667
Julianne Hough,6.166666666666667
Ray Stevenson,6.16
Leslie Mann,6.155555555555555
Gabriel Bateman,6.15
Michael C. Hall,6.15
Mark Harmon,6.15
Raul Julia,6.15
Hugh Laurie,6.15
Jesse Bradford,6.15
Edward Herrmann,6.15
Billy Campbell,6.15
Ryan Simpkins,6.15
Barry Pepper,6.14
Robert Pattinson,6.135714285714286
Kathryn Hahn,6.133333333333333
Christopher McDonald,6.133333333333333
Kyra Sedgwick,6.133333333333333
Richard Pryor,6.133333333333333
Seann William Scott,6.133333333333333
Christina Applegate,6.133333333333333
Steven Seagal,6.133333333333333
Israel Broussard,6.133333333333333
Kate McKinnon,6.133333333333333
Adam Sandler,6.132432432432433
Virginia Madsen,6.128571428571428
Rebel Wilson,6.128571428571428
Brenton Thwaites,6.125
Ben Barnes,6.125
Ashley Judd,6.125
Zoey Deutch,6.12
Ashton Kutcher,6.107692307692308
Eddie Murphy,6.1033333333333335
Sarah Gadon,6.1000000000000005
Nat Wolff,6.1000000000000005
Sanaa Lathan,6.1000000000000005
Jai Courtney,6.1000000000000005
Linda Kozlowski,6.1
Beau Knapp,6.1
Beau Gadsdon,6.1
Daniel Hugh Kelly,6.1
America Olivo,6.1
Stefanie Scott,6.1
John Furey,6.1
Jim Belushi,6.1
Sigrid Bouaziz,6.1
Jeffrey Wright,6.1
Afiya Bennett,6.1
Tiger Hu Chen,6.1
Danny Pintauro,6.1
Manuel Garcia-Rulfo,6.1
Jessica McNamee,6.1
Josh Pais,6.1
Maurice Evans,6.1
Madonna,6.1
Snoop Dogg,6.1
Maarten Stevenson,6.1
Skyler Gisondo,6.1
Josh Lawson,6.1
Jerry Seinfeld,6.1
Aldis Hodge,6.1
Amy Steel,6.1
Lewis Tan,6.1
John Meillon,6.1
Lia McHugh,6.1
Sarah Mahoney,6.1
Madison Pettis,6.1
George Lopez,6.1
Sarah Roemer,6.1
Connie Britton,6.1
Penny Eizenga,6.1
Hera Hilmar,6.1
Gabriella Wilde,6.1
Klara Kristin,6.1
Paul Hogan,6.1
Hugh Dancy,6.1
Adam Beach,6.1
Robert Knepper,6.1
Sverrir Gudnason,6.1
Pat E. Johnson,6.1
Paolo Bonacelli,6.1
Owen Vaccaro,6.1
Orlando Jones,6.1
Brooklyn Decker,6.1
Omar Elba,6.1
Michael Tucker,6.1
Peri Baumeister,6.1
Sergio Peris-Mencheta,6.1
Adria Arjona,6.1
Dakota Blue Richards,6.1
Edward Burns,6.1
Karl Glusman,6.1
Gina Gershon,6.1
Birgitte Hjort SÃ¸rensen,6.1
Geoffrey Blake,6.1
Richard Roxburgh,6.1
Karen Mok,6.1
Blanka GyÃ¶rfi-TÃ³th,6.1
Karen Black,6.1
Vilma SzÃ©csi,6.1
Rachel Roberts,6.1
Rachel Hurd-Wood,6.1
Sean Rogerson,6.1
Alexander Morton,6.1
Alexander Scheer,6.1
Ashleigh Gryzko,6.1
Alice Barrett,6.1
Robin Tunney,6.1
Callum Blue,6.1
Natalya Rudakova,6.1
Aomi Muyock,6.1
Lars Eidinger,6.1
Miko Hughes,6.1
James Franciscus,6.1
James Hampton,6.1
James Purefoy,6.1
Ben Wilkinson,6.1
Daniel Baldwin,6.1
Morgan Allen,6.1
Morfydd Clark,6.1
Jane Fonda,6.1
Dee Wallace,6.1
Lea Thompson,6.1
Larry the Cable Guy,6.1
Sarita Choudhury,6.1
Carl Anton Koch,6.1
Nora Arnezeder,6.1
Susanna Thompson,6.1
Jason Scott Lee,6.1
Jackson A. Dunn,6.1
Sathyaraj,6.1
Nick Swardson,6.1
Julie Bowen,6.1
Susan Ursitti,6.1
Eliza Dushku,6.1
Eliza Bennett,6.1
Jason Patric,6.099999999999999
Melissa McCarthy,6.088888888888889
Chris Rock,6.0875
Thomas Jane,6.0875
Ali Larter,6.08
Kerry Washington,6.08
Jessica Biel,6.075
Nia Long,6.075
Olivia Munn,6.066666666666666
Dan Fogler,6.06
Wes Bentley,6.050000000000001
Tika Sumpter,6.050000000000001
Tim Matheson,6.050000000000001
50 Cent,6.050000000000001
Kerr Smith,6.050000000000001
Katrina Kaif,6.050000000000001
Jodelle Ferland,6.050000000000001
Elisha Cuthbert,6.050000000000001
Asia Argento,6.050000000000001
Vanessa Williams,6.05
Brendan Fraser,6.05
Brittany Snow,6.05
Johnny Knoxville,6.05
Wentworth Miller,6.05
James Ransone,6.05
Lauren Cohan,6.05
Dax Shepard,6.04
Lizzy Caplan,6.033333333333334
Margot Kidder,6.033333333333334
Gabrielle Union,6.033333333333334
Kim Cattrall,6.025
Alex Pettyfer,6.0249999999999995
Jean-Claude Van Damme,6.0125
Jamie RenÃ©e Smith,6.0
Judie Aronson,6.0
Martin Lawrence,6.0
Tyler Perry,6.0
Ashley Key,6.0
Jennifer Tilly,6.0
Aimee McKay,6.0
Dominique Fishback,6.0
Yancey Arias,6.0
Natasha Richardson,6.0
Jason James Richter,6.0
David Kagen,6.0
Joel Courtney,6.0
Allegra Masters,6.0
Ming-Na Wen,6.0
Kristen Schaal,6.0
Peter Barton,6.0
Zachery Ty Bryan,6.0
Michelan Sisti,6.0
John Heard,6.0
Ally Walker,6.0
Thom Mathews,6.0
Alexander Goodwin,6.0
John Magaro,6.0
Mark Rolston,6.0
Craig Robinson,6.0
Micah Sloat,6.0
Bill Fagerbakke,6.0
Brandon Routh,6.0
James Russell,6.0
Tom Kane,6.0
Lou Taylor Pucci,6.0
Shawn Ashmore,6.0
Colin O'Donoghue,6.0
Lindsay Lohan,6.0
Rupert Evans,6.0
Kelsy Abbott,6.0
Finn Little,6.0
Ryan Guzman,6.0
Erich Anderson,6.0
Daniel Betts,6.0
Shannon Elizabeth,6.0
Lawrence Michael Levine,6.0
Nika Futterman,6.0
Eugenio Derbez,6.0
Sanjeev Bhaskar,6.0
Steve Austin,6.0
Mykelti Williamson,6.0
Jennifer Cooke,6.0
Kate Walsh,6.0
Shad Moss,6.0
Margaret Whitton,6.0
Paige Turco,6.0
Eiza GonzÃ¡lez,6.0
Marcel Iures,6.0
Kate Upton,6.0
J.L. Reate,6.0
Tom Selleck,6.0
Jimmy Bennett,6.0
Brittany Daniel,6.0
Robert Sheehan,6.0
Jacob Elordi,6.0
Ron Perlman,5.988888888888889
Justin Bartha,5.9799999999999995
Peter Stormare,5.975
Max Minghella,5.975
Amber Valletta,5.975
Jason Momoa,5.975
Milla Jovovich,5.966666666666667
Queen Latifah,5.966666666666666
Katherine Heigl,5.9625
Dennis Miller,5.95
Michael Chiklis,5.95
Joy Bryant,5.95
Ed Skrein,5.95
Steve Guttenberg,5.95
Sarah Jessica Parker,5.95
Ian McNeice,5.95
Nicholas D'Agosto,5.949999999999999
Tiffany Haddish,5.949999999999999
Emma Bell,5.949999999999999
Taissa Farmiga,5.949999999999999
Robert Englund,5.9375
Jeremy Northam,5.933333333333334
Kristen Stewart,5.933333333333334
Parker Posey,5.933333333333334
Shareeka Epps,5.9
Julian McMahon,5.9
Uberto Paolo Quintavalle,5.9
Scott Caan,5.9
Eileen Essell,5.9
Columbus Short,5.9
Amy Brenneman,5.9
Cedric the Entertainer,5.9
Martin Donovan,5.9
Rhys Wakefield,5.9
Julia Dietze,5.9
Amy Schumer,5.9
GÃ¶tz Otto,5.9
Dacre Montgomery,5.9
Jonathan Breck,5.9
Diego Boneta,5.9
Jason Behr,5.9
Rachael Leigh Cook,5.9
Angus Sampson,5.9
Pink,5.9
Christopher Kirby,5.9
Stephanie Szostak,5.9
Christopher James Baker,5.9
Michael Rapaport,5.9
Jake Abel,5.9
Eythor Gudjonsson,5.9
T.J. Miller,5.9
Krysten Ritter,5.9
Lance Henriksen,5.9
Lee Evans,5.9
Cliff Curtis,5.9
Kenny Wormald,5.9
Bryan Brown,5.9
William B. Davis,5.9
Colin Egglesfield,5.9
Rose Leslie,5.9
Bruce Payne,5.9
Steve Harris,5.9
Ron Silver,5.9
Louis Ferreira,5.9
Ben McKenzie,5.9
Adam Wingard,5.9
Emily Ratajkowski,5.9
Luke Vanek,5.9
Alexander Siddig,5.9
Jamie Campbell Bower,5.9
Luke Mably,5.9
Olivia d'Abo,5.9
Seth Green,5.9
Charles S. Dutton,5.9
Dennis Farina,5.9
Allison Cratchley,5.9
Tian Jing,5.9
Grace Jones,5.9
Natasha Calis,5.9
Gerrit Graham,5.9
Giorgio Cataldi,5.9
Alicia Witt,5.8999999999999995
Megan Fox,5.885714285714286
Malin Akerman,5.885714285714285
Tobin Bell,5.883333333333333
Dane Cook,5.88
Vanessa Hudgens,5.871428571428572
GÃ©rard Depardieu,5.866666666666667
William Fichtner,5.866666666666667
Naomi Scott,5.866666666666667
Alexandra Daddario,5.866666666666667
Rob Riggle,5.866666666666667
Theo James,5.86
Scott Patterson,5.85
Bridgette Wilson-Sampras,5.85
Samaire Armstrong,5.85
Elizabeth Mitchell,5.85
Beau Bridges,5.85
Kari Matchett,5.85
Dakota Johnson,5.8428571428571425
Gabriel Macht,5.84
Scott Eastwood,5.833333333333333
Shannyn Sossamon,5.833333333333333
Kate Mara,5.833333333333333
Jordana Brewster,5.833333333333333
Anne Heche,5.828571428571428
Matthew Lillard,5.82
Nathan Phillips,5.800000000000001
Reni Santoni,5.8
Emmanuelle Chriqui,5.8
Linden Ashby,5.8
Jessica Tyler Brown,5.8
Jessika Williams,5.8
Calvin Reeder,5.8
Sarah Wayne Callies,5.8
Chin Han,5.8
Christopher Nicholas Smith,5.8
JoBeth Williams,5.8
Chris Massoglia,5.8
Ana de la Reguera,5.8
Tammy Davis,5.8
Tobias Menzies,5.8
Lucy Liu,5.8
Nathan Meister,5.8
Johnny Simmons,5.8
Clifford BaÃ±agale,5.8
Gustaf Hammarsten,5.8
Brooke Shields,5.8
Belinda Bauer,5.8
Anita Briem,5.8
Arlen Escarpeta,5.8
Oliver Driver,5.8
Adrianne Palicki,5.8
Brandon T. Jackson,5.8
Lane Hughes,5.8
Clark Duke,5.8
HÃ©ctor JimÃ©nez,5.8
Michael J. Reynolds,5.8
Susan Blakely,5.8
DMX,5.8
Callum Keith Rennie,5.8
Jesse Metcalfe,5.8
Gina Carano,5.8
Kevin James,5.8
Leo McKern,5.8
Ryan Merriman,5.8
Francesca Ciardi,5.8
Christopher Kovaleski,5.8
Julianna Margulies,5.8
Mamoudou Athie,5.8
Diora Baird,5.8
Brian Kerwin,5.8
Matt Walsh,5.8
